name,contingent,hometown,type,sport,age,height,weight,PreviousGame1,PreviousGame2,PreviousGame3,PreviousGame4,PreviousGame5,url,PreviousGameYear1,PreviousGameYear2,PreviousGameYear3,PreviousGameYear4,PreviousGameYear5,,,,,,
Aodhan Jane Mooney,Northwest Territories,"Kimberly, South Africa",Athlete,Badminton,"15""","5ft 6in""","128""",BC Wintergames 2010,"Cancun Classic (Cancun, Mexico) (2014)",,,,,,,,,,,,,,,
David Moore,Newfoundland and Labrador,Mt. pearl,Athlete,Hockey,"16""","5'9""","156""","Eastern Canadian Championships (2012,2013,2014)","Atlantic Cup (2014), Harold Joyce (2014), Charles Gorman Memorial (2014).",,,,,,,,,,,,,,,
Teigan Moore,British Columbia,Kelowna bc,Athlete,Ringette,"17""","5'10""","110 lbs.""","Canada East (2013), Canada East (2014).",,,SSG 2010 Llyodminster (Soccer),,,,,,,,,,,,,
Colleen Moorhouse,British Columbia,Quesnel,Athlete,Ringette,"19""","5'2""""","160""",,Newfoundland Winter Games 2014,WCSG 2011 Kamloops (Cycling),,,,,,,,,,,,,,
Sofia Moraes,Ontario,Toronto,Athlete,Gymnastics,"14""","5""9'""","157""",Newfoundland Winter Games 2010,,,,,,,,,,,,,,,,
Zach Moran,Prince Edward Island,Charlottetown,Athlete,Speed Skating,"17""","5'09''""","145lbs.""",Sask games,,,,,,,,,,,,,,,,
Antoine Morand,Quebec,"Mercier, Québec",Athlete,Hockey,"16""","5'10""""","140""",,,"2013 Cdn PGS Junior Nationals, Le Relais, QC",,,,,,,,,,,,,,
Samantha Morey,Newfoundland and Labrador,"Port Anson, NL",Athlete,Badminton,"19""","5'10''""","54kg""",,,,,,,,,,,,,,,,,
Caleb Morin,Saskatchewan,Saskatoon,Athlete,Speed Skating,"15""","165cm""","51.8kg""",Canada Winter Games 2011,CWG 2011 Halifax (Speed Skating),,,,,,,,,,,,,,,
Emma Therese Morin,Yukon,Dawson City,Athlete,Hockey,"16""","163 cm""","150""",CSG 2013 Sherbrooke (Cycling),,,,,,,,,,,,,,,,
Joy Elizabeth Morin,Yukon,Dawson City,Athlete,Hockey,"13""","5ft9in""","175lbs""",,Canada Games Trials 2010 Runner-up,,,,,,,,,,,,,,,
Willy Moronchuk,Alberta,Edmonton,Athlete,Wheelchair Basketball,"18""","6'0""""","145 pounds""",Optimist International 2012,"2014 Cdn Snowboard Cross Senior Nationals, Big White, BC",,,,,,,,,,,,,,,
Lucas Morin,Saskatchewan,Saskatoon,Athlete,Speed Skating,"19""","5 ft""","130 lbs""","2014 Cdn Snowboard Cross Junior Nationals, Big White, BC",,,,,,,,,,,,,,,,
Makrina Rae Morozowski,Alberta,"Calgary, Alberta",Athlete,Wheelchair Basketball,"23""","5' 6""""","145 lbs""",Atlantic Championships 2014,,-,,,,,,,,,,,,,,
Rachel Morris,Manitoba,Winnipeg,Athlete,Curling,"17""","6 ft""","156""",,,,,,,,,,,,,,,,,
Mark Andrew Morrison,Prince Edward Island,"Montague, PE",Athlete,Snowboard,"16""","6'0""","150lbs""",,,,,,,,,,,,,,,,,
Ian Morrison,New Brunswick,Quispamsis,Athlete,Alpine Skiing,"16""","5'8""","94lbs""",,,,,,,,,,,,,,,,,
Shannon Morris-Reade,British Columbia,Port Coquitlam,Athlete,Hockey,"17""","4 11'""","120""",Arctic Winter Games 2012 and 2014,,,,,,,,,,,,,,,,
Emma Marie Morrissy,New Brunswick,fredericton,Athlete,Synchronized Swimming,"14""","5'6""""","60kg""","170""","Championnat Canadien de Ringuette (Regina,SK) 2014",,,,,,,,,,,,,,,
Jack Morse,Prince Edward Island,Charlottetown,Athlete,Alpine Skiing,"14""","168cm""","5""","Championnat Canadien de Ringuette (Burnaby,BC) 2012",,,,,,,,,,,,,,,,
Nadia Moser,Yukon,Whitehorse,Athlete,Biathlon,"17""",5,",Jeux du Québec 2011""",,,,,,,,,,,,,,,,,
JENNY MOSESIE,Nunavut,,Athlete,Badminton,"19""","5""6""""""","66.8 kg""",,Saskatchewan Summer Games 2012 for soccer,,,,,,,,,,,,,,,
Alexandra Mouton,Quebec,Montreal,Athlete,Ringette,"19""","168.2 cm""","125lbs""",Saskatchewan Winter Games 2014,,,,,,,,,,,,,,,,
Shyanne Mossman,Nova Scotia,"Riverport, N.S.",Athlete,Biathlon,"19""","5'7""""","128""",International Children's Games2011,N/A,,,,,,,,,,,,,,,
Haili Kasaks Moyer,Ontario,King City,Athlete,Snowboard,"19""","5'7""""","175""",N/A,,,,,,,,,,,,,,,,
Olivia Moyse,Saskatchewan,Moose Jaw,Athlete,Speed Skating,"15""","6'4""""","195""",,,,,,,,,,,,,,,,,
Bailey Muir-Cressman,Yukon,"Kitchener, Ontario",Athlete,Curling,"16""","6""4""","140""",,,,,,,,,,,,,,,,,
Kallum Muirhead,Prince Edward Island,"Charlottetown, P.E.I",Athlete,Hockey,"16""","6'2""""","118lbs""",Arctic Winter Games (AWG),,,,,,,,,,,,,,,,
Kaleb Muller,Alberta,"Cranford, Alberta",Athlete,Speed Skating,"16""","5'2""","160""",,- Competed at Espoir (2007-2009),Atlantics 2014,,,,,,,,,,,,,,
Anya Munro,Nova Scotia,"Bedford, Nova Scotia",Athlete,Cross Country Skiing,"16""","5'11''""","150""",- Competed at Canadian Open (2010-2014),,,,,,,,,,,,,,,,
Lochlan Munro,Northwest Territories,Hay River NT,Athlete,Hockey,"15""","5'8""",-Competed in the 2011 Canada Winter Games (Halifax),,,,,,,,,,,,,,,,,
Allie Jean Munroe,Nova Scotia,Yarmouth,Athlete,Hockey,"17""",",","111 lbs""",,Provincials (rifle)(2014),2013 World University Games (Val di Fiemme Italy),,,,,,,,,,,,,,
Allie Murchison,New Brunswick,Saint john,Athlete,Synchronized Swimming,"20""","5' 9 3/4""""","67 lbs. (30.4Kg)""",Prairie Open (2014),,,,,,,,,,,,,,,,
Greg Murdoch,Yukon,Whitehorse,Athlete,Table Tennis,"14""","4'4"" (132cm)""","160""",,Nationals 2014,,,,,,,,,,,,,,,
Jenna Murdock,Saskatchewan,Saskatoon,Athlete,Gymnastics,"13""","5.7 1/2""","133 lbs""","Atlantic Challenge Cup 2014, 2013, 2012",,,,,,,,,,,,,,,,
Jayne Murdy,Manitoba,Winnipeg,Athlete,Target Shooting,"18""","5 FT 3''""","140lbs""",,,,,,,,,,,,,,,,,
Alyssa Murphy,New Brunswick,Fredericton,Athlete,Archery,"14""","5'6""""","130""",,2011 Canada Winter Games (cross-country skiing),,,,,,,,,,,,,,,
Brooke Murphy,New Brunswick,Balla Phillip,Athlete,Hockey,"16""","5'5""",,2009 Canada Summer Games (soccer),,,,,,,,,,,,,,,,
Maddy Murphy,New Brunswick,Quispamsis,Athlete,Hockey,"16""",",","142lbs""",,,,,,,,,,,,,,,,,
Rachel Murphy,Nova Scotia,,Athlete,Speed Skating,"15""","5'5""""","140""",Saskatchewan Winter Games 2014,,,,,,,,,,,,,,,,
Kendra Murray,Yukon,Whitehorse,Athlete,Cross Country Skiing,"21""","5'11""","150 lbs""",,,,,,,,,,,,,,,,,
Mike Mutschler,Saskatchewan,Regina,Athlete,Squash,"17""","5'11""""","130 lbs""",,,,,,,,,,,,,,,,,
Garrett Musgrave,Saskatchewan,Lloydminster,Athlete,Alpine Skiing,"14""","5'9""","115 lbs""",,,,,,,,,,,,,,,,,
Grace Katherine Myers,Nova Scotia,Dartmouth,Athlete,Alpine Skiing,"15""","5'7""","155""",,,,,,,,,,,,,,,,,
Cole Myers,Nova Scotia,Dartmouth,Athlete,Alpine Skiing,"14""","5'7""""","114""",Manitoba Games 2014,N/A,,,,,,,,,,,,,,,
Jacob Myra,Nova Scotia,Chester Nova Scotia,Athlete,Hockey,"16""","5'7""","155 lbs""",exhibition races,aucun,,,,,,,,,,,,,,,
Lindsay Myles,Nova Scotia,Hantsport,Athlete,Alpine Skiing,"14""","6.0""","134""",aucun,,,,,,,,,,,,,,,,
Dylan Myskiw,Manitoba,Winnipeg,Athlete,Hockey,"16""","161cm""","125lbs""",Manitoba winter games 2010,,,,,,,,,,,,,,,,
Ekram Nabi,Saskatchewan,saskatoon,Athlete,Cross Country Skiing,"20""","1m65""","78kg""",,,Western CanAm 2014,,,,,,,,,,,,,,
Jean-Christophe Nadeau,Quebec,st-lazare,Athlete,Freestyle Skiing,"17""","5'11.5""","103lbs""",,2010 Sask Winter Games,,,,,,,,,,,,,,,
Levi Nadlersmith,Manitoba,"Boissevain, Manitoba",Athlete,Cross Country Skiing,"16""","5""0""","Arcitc Winter Games - 2012, 2014",I went to Saskatchewan Winter Games in 2010,,,,,,,,,,,,,,,,
Nicki Nagy,Saskatchewan,Melville,Athlete,Figure Skating,"14""",",","100 lb""",2014 Power Smart Manitoba Winter Games,alberta challenge cup (2011),,,,,,,,,,,,,,,
Jane Nakashuk,Nunavut,,Athlete,Badminton,"18""","4'11""""","130 lbs""",alberta winter games (2012),,,,,,,,,,,,,,,,
Haley Nakonechni,Saskatchewan,Emerald Park,Athlete,Gymnastics,"15""","5'7""""","142""",,Whistler Cup 2011/2012/2013/2014,,,,,,,,,,,,,,,
Haley Nakonechny,Manitoba,Manitou,Athlete,Badminton,"18""","5'7""","103""",BC Winter Games 2012,,,,,,,,,,,,,,,,
Jenna Nash,Saskatchewan,warman,Athlete,Hockey,"17""","5 ft 1/2""","57kg""",Pan-American Games for Sitting Volleyball - 2011,,,,,,,,,,,,,,,,
Maggie Nason,New Brunswick,Fredericton,Athlete,Gymnastics,"15""","162cm""","140 lbs.""",Alberta Winter Games (2014),Winnipeg Music Festival in Voice for 8 years and completed The Royal Conservatory Music Exam,,,,,,,,,,,,,,,
Kristina Natalenko,British Columbia,New Westminster,Athlete,Alpine Skiing,"15""","5'7""""","46 kg""",Irish Dance North American Championships for Ceili in 2012,,,,,,,,,,,,,,,,
Jason Conrad Naval,Ontario,Mississauga,Athlete,Cross Country Skiing,"29""","5 ft""",",Irish Dance Oireachtas in 2011 and 2012""",Saskatchewan Winter Games(2014),,,,,,,,,,,,,,,,
Virginia Nemeth,Alberta,Lethbridge,Athlete,Judo,"15""","5'6""","-63 kg""",,Western Canadian Gymnastics Championships 2013+2014,,,"Ontario Championship 09,10,11,12,13,14",,,,,,,,,,,,
Kasen Neufeld,Manitoba,Winnipeg,Athlete,Speed Skating,"18""","5'8""""","110""",None,,BC Winter Games 2010,,,"Canada Championship 09,10,11,12,13,14","Canada Winter Games Trail 10,14",North American Championship 14,"US Open 10,12,13","Canada Open 13,14","Canada Series 12,13,14",World Junior Championship 14,,,,,
Megan Neuman,Saskatchewan,Prince Albert,Athlete,Judo,"15""","5'3""""","100lbs""",,,2014 BC Provincial Pistol Championships,,,,,,,,,,,,,,
Madison Neufeld,Saskatchewan,"Yorkton, sk",Athlete,Synchronized Swimming,"14""","5'2""""","160 lbs.""",,,Manitoba Games 2014,"Ontario Winter Games 14,12,10",,,,,,,,,,,,,
Mac Neumann,Manitoba,Winnipeg,Athlete,Gymnastics,"13""","5'8""""","140 lbs""",,,Ontario Winter Games 2010,,,,,,,,,,,,,,
Brett Michael Neumann,Ontario,Toronto,Athlete,Hockey,"16""","5'6""","160 lbs (73kgs)""",,"Like Me Snowboard Series 2014,2013",,,,,,,,,,,,,,,
Chantal Newell,Newfoundland and Labrador,Kippens,Athlete,Curling,"17""","5'9"" (175mm)""","50kg""",Arctic Winter Games 2014,Badminton Canadian Junior National Championships 2010-2014,,,,,,,,,,,,,,,
Heather Newman,Newfoundland and Labrador,"Mount Pearl, Newfoundland",Athlete,Hockey,"16""","160cm""","150""",Badminton World Junior Championships 2014,"Richmond Rod and Gun Club, Joe Elkin Memorial 2014 BC Airgun Championship",,,,,,,,,,,,,,,
Sarah Newman,Nova Scotia,Lower Sackville,Athlete,Badminton,"18""","5'8""","75kg""","Richmond Rod and Gun Club, George Hutcheon Memorial Hibernation Match, 2013 & 2014",Canadian National Championships 2006 to 2014,,,,,,,,,,,,,,,
Reanna Newsome,Yukon,"Whitehorse, Yukon",Athlete,Snowboard,"17""","187cm""","46 kg""",2011 Canada Winter Games,Ontario Winter Games 2012,,,,,,,,,,,,,,,
Allan Ng,British Columbia,Port Moody,Athlete,Badminton,"18""","157.5 cm""","110 lbs""",Ontario Winter Games 2014,,,,,,,,,,,,,,,,
Brian Wai Kuk Ng,British Columbia,"Langley, BC",Athlete,Target Shooting,"13""","5'8""","139lb""",Arctic Winter Games 2014,,,,,,,,,,,,,,,,
Phuong Nguyen,Manitoba,"Hanoi, Vietnam",Athlete,Table Tennis,"18""","5'8""""","172 lb""",Ab Winter games 2012,,,,,,,,,,,,,,,,
Amy Nichols,Ontario,Brampton,Athlete,Table Tennis,"16""","5'-7""""","140""",Cadet Provincial and Cadet Nationals 2014,,,,,,,,,,,,,,,,
Maddie Nicholson,Yukon,Whitehorse,Athlete,Hockey,"13""","5'9""","134""",,San Jose Judo Tournament 2014,,,,,,,,,,,,,,,
Abby Niewchas,Alberta,Cochrane,Athlete,Hockey,"17""","5'7""","130""",Vernon 2012 and Mission 2014,,,,,,,,,,,,,,,,
Collin Niles,New Brunswick,Saint John,Athlete,Biathlon,"15""","155cm""","73 kg""",,,2014-Beantown Classic Tournament,,,,,,,,,,,,,,
Jesse Nimegeers,Saskatchewan,white city,Athlete,Ringette,"19""","180 cm""","190 LBS""",,Regional races,,,,,,,,,,,,,,,
Ario Nishimura,British Columbia,richmond.bc,Athlete,Judo,"16""","161 cm""","130 lbs""","Whistler cup, Can-ams, Provincials",,,,,,,,,,,,,,,,
Tonisha Dawn Marie Noddin,New Brunswick,St. Stephen,Athlete,Target Shooting,"15""","5'7''""","150""",,,,,,,,,,,,,,,,,
Danielle Nogier,Saskatchewan,"Saskatoon, Saskatchewan",Athlete,Hockey,"16""","5""10""","100lb""",,,,,,,,2014 Canadian Short Track Championships,2013 Canada East Championships,2010 Canadian Age Class Short Track Championships,,,,,,,
Louis-Philippe Noël,Quebec,Drummondville,Athlete,Alpine Skiing,"15""","5'5""""",Wickenheiser Tournament 2013 and 2014,NL Winter Games,2014- Northern Cyclones Tournament,,,,,,,,,,,,,,,
Hannah Nordlund,Yukon,Whitehorse,Athlete,Hockey,"16""",",","160lbs""",2014- Monctonian Tournament,,,,,,,,,,,,,,,,
Ali Leticia Constance Nordahl,Yukon,Whitehorse,Athlete,Hockey,"15""","5'10""""","180 lbs""",Ontario Winter Games 2014,,,,,,,,,,,,,,,,
Taylor Norman,Newfoundland and Labrador,Spaniard's Bay,Athlete,Badminton,"18""","6'1""""","125lb.""","BC Winter Games, 2012 and 2014",,,,,,,,,,,,,,,,
Matt Normore,Newfoundland and Labrador,"St. John's, NL",Athlete,Hockey,"15""","5""5""""","52 kg""",Newfoundland and Labrador Winter games 2014,,,,,,,,,,,,,,,,
Sydney Brianne Nosal,Ontario,St.Clements,Athlete,Ringette,"17""","5'5""""","155""",,,,,,,,,,,,,,,,,
Grace Northrop,British Columbia,Prince George,Athlete,Judo,"16""","5' 11""""","160lbs""",This is my first Canada Games,,,,,,,,,,,,,,,,
Alex Noseworthy,Newfoundland and Labrador,"St. John's, NL",Athlete,Hockey,"15""","5ft 6""","118 lbs""",These are my first Canada Games,Dalhousie,,,,,,,,,,,,,,,
Brooke Noseworthy,Newfoundland and Labrador,,Athlete,Hockey,"17""","5'4""","165 lbs""",New Brunswick,,,,,,,,,,,,,,,,
Sydney Notschaele,Saskatchewan,Regina,Athlete,Biathlon,"15""","6'1""",",
Brady Oakes""",,just normal tournaments. Not games,,,,,,,,,,,,,,,
Branden Notschaele,Saskatchewan,Regina,Athlete,Biathlon,"17""","5'6""",,Nothing such as Canada winter games,None.,,Badminton,,,,,,,,,,,,,
Maya Oakley,Yukon,,Athlete,Hockey,"16""",",","105kg""",None.,,Athlete,2014 Esso Cup - National Female Midget Championship,,,,,,,,,,,,,
Sierra Oakley,Yukon,,Athlete,Hockey,"17""","6""5'""","140lbs""",,,2013 National Women's Under-18 Championship,,,,,,,,,,,,,,
Michael Ocadchy,Manitoba,Winnipeg,Athlete,Judo,"16""","5' 9""""","130""",,,,Hershey Track and Field Championships (2012),,,,,,,,,,,,,
Cale Ochitwa,Saskatchewan,Saskatoon,Athlete,Snowboard,"18""","5'3""","135""",Ontario Winter Games,,Legion Canadian Youth Track and Field Championships - Ontario Team (2013),,,,,,,,,,,,,,
Catherine O'Connor,Nova Scotia,Halifax,Athlete,Hockey,"18""","5'8""","135 lbs""",BC Summer Games 2010 & 2012,,2013 Special Olympics World Winter Games,,,,,,,,,,,,,,
Morgan O'Connor,Newfoundland and Labrador,St. John's,Athlete,Squash,"15""","5'9""""","145""",,Calgary,,,,,,,,,,,,,,,
Madlen Shea O'Connor,Ontario,Toronto,Athlete,Squash,"17""","5'6""""",,Alberta,2013 Esso Cup - National Female Midget Championship,,,,,,,,,,,,,,,
Meryeta Katherine O'Dine,British Columbia,Prince George,Athlete,Snowboard,"18""",",",",
Kyleigh O'Donoghue""",2012 BC Winter Games (silver medalists),,,,,,,,,,,,,,,,
Erin O'Donoghue,Alberta,,Athlete,Badminton,"15""","6'1""","130 lbs""",,Ontario Winter Games (2008),,,,,,,,,,,,,,,
Dakota O'Donovan,British Columbia,Merritt,Athlete,Target Shooting,"18""","5'5""""","100""",none,2012 Special Olympics National Winter Games,2014 Junior Pan American Games,,,,,,,,,,,,,,
Mikayla Ogrodniczuk,British Columbia,"Vancouver, BC",Athlete,Hockey,"17""","5'2""","119 lbs.""",2011 Canada Games,,,,,,,,,,,,,,,,
Cayman Maria Oestreich,Yukon,Dease Lake BC,Athlete,Hockey,"14""","5'6""""","47kg""",Newfoundland Games (2014),,,,,,,,,,,,,,,,
Heidi Aloysia Ohrling,Ontario,Collingwood,Athlete,Cross Country Skiing,"16""","147cm""","165""",Halifax Winter Games 2011,,,,,,,,,,,,,,,,
Meg Ohsada,Alberta,Canmore,Athlete,Figure Skating,"20""","6ft 2IN""","200 lbs""",,,,,,,,,,,,,,,,,
Matt O'Leary,Newfoundland and Labrador,St.Johns,Athlete,Hockey,"15""","5'8""","170 lbs""","Canada East Short Track Championships- 2012, 2013, 2014",2014 Pacific Rim Championships,,,,,,,,,,,,,,,
Adam Okell,Saskatchewan,Regina,Athlete,Wheelchair Basketball,"22""","5'9""""","135""",2011 Canada Winter Games,,,,,,,,,,,,,,,,
Luke George Oliver,Prince Edward Island,"Elmsdale, PE",Athlete,Hockey,"16""","5""5'""","101 lbs.""",,,,,,,,,,,,,,,,,
Maggie Oliver,New Brunswick,Grand Bay Westfield,Athlete,Speed Skating,"15""","5' 1""""","150""",,,,,,,,,,,,,,,,,
Shallon Olsen,British Columbia,Vancouver,Athlete,Gymnastics,"14""","5.10""",,,,Arctic Winter Games 2012,,,,,,,,,,,,,,
Kyle Olson,Alberta,Calgary,Athlete,Hockey,"15""",",","58 kg""",,,,,,,,,,,,,,,,,
Mary Omole,Nunavut,,Athlete,Badminton,"17""","168 cm""","170""",,,,,Meaghan attended Ontario Hockey Academy in 2013 and 2014 where she played on the A and AA teams and toured Central Canada and Central US as a showcase team.,,,,,,,,,,,,
Tanner Onagi,Manitoba,Beausejour,Athlete,Judo,"17""","5'11""","175lbs""",,,,,,,,,,,,,,,,,
Logan O'Neil,Nova Scotia,Mira,Athlete,Hockey,"15""","5'10""""","130 lbs.""",,,,,,,,,,,,,,,,,
Daria Lael O'Neill,Alberta,"Carlyle, SK, Canada",Athlete,Hockey,"17""","5'4""""",,,Western Canada Summer Games 2011,,Provincial All Star Girls - 2010-2015,,,,,,,,,,,,,
Kristin Hope O'Neill,Ontario,oakville,Athlete,Hockey,"16""",",","Sask Winter Games 2010, 2014",Canada Winter Games 2011,,Atlantic AAA All Star - 2011,,,,,,,,,,,,,,
Antonio Ong,Prince Edward Island,Stratford,Athlete,Archery,"16""",",",180,,,,,,,,,,,,,,,,,
Mariel Ong,Saskatchewan,Saskatoon,Athlete,Badminton,"18""","5'""4""","155""",,,,,,,,,,,,,,,,,
Jonah Oolayou,Nunavut,"Pangnirtung, NU",Athlete,Badminton,"21""","5'11""","140 lbs""",Ontario Winter Games 2011.,none,,,,,,,,,,,,,,,
Dennis Oppenlander,Saskatchewan,Regina,Athlete,Gymnastics,"20""","170 cm""","107lbs""",none,,,,,,,,,,,,,,,,
Shannon Ormel,Manitoba,Winnipeg,Athlete,Hockey,"18""","5'7''""","161 pounds""",,Provincial All Star (Boys AA) - 2012,,,,,,,,,,,,,,,
Sion Claire Ormond,Ontario,Aurora,Athlete,Synchronized Swimming,"15""","5 feet 10 inches""","183""",Atlantic Challenge Cup - 2010-2015,,,,,,,,,,,,,,,,
Andrea Ornawka,Saskatchewan,"Battleford, Saskatchewan",Athlete,Freestyle Skiing,"16""","6'4""""","170 lb""","CanaAm ski races 2014, 2013, 2012, 2011","Provincial Junior Championship Competitor 2013, 2014, 2015",,,,,,,,,,,,,,,
Ethan Carter O'Rourke,British Columbia,Penticton,Athlete,Hockey,"16""","5 ft 9 in""","140""",Manitoba Games 2014,Ontario Winter Games 2014,,,,,,,,,,,,,,,
Meaghan O'Rourke,Newfoundland and Labrador,"St. John's, NL",Athlete,Hockey,"16""","5'9''""","140lbs""",Ontario Winter Games 2012,,,,,,,,,,,,,,,,
Katie Orr,Quebec,Ottawa Ontario,Athlete,Alpine Skiing,"15""","5'8""""","130 lbs""",Canadian Western Summer Games,,,,,,,,,,,,,,,,
Weston Oryniak,Manitoba,Winnipeg,Athlete,Curling,"17""","5'6""""","175""",Junior National Competitions 2014,,,,,,,,,,,,,,,,
Conrad Orzel,Ontario,Woodbridge,Athlete,Figure Skating,"14""","6'1""","110pds""",,,,,,,,,,,,,,,,,
Nathan Osborne,Alberta,Edmonton,Athlete,Badminton,"19""","5'1""","175""",Western Canada Summer Games 2011 (field hockey),,,"2. 2014 Canadian Black Knight Junior Elite, Alberta, Sasketoon and BC ( Gold for singles U16)",,,,,,,,,,,,,
Garrett Ostepchuk,Saskatchewan,Regina,Athlete,Wheelchair Basketball,"14""","5'10""""","145""",,2013 Nationals Female Hockey Team Manitoba U-18,1. 2014 Canadian Yonex U23& Junior National Championship ( Gold for U16 Girls singles and doubles),,,,,,,,,,,,,,
Hayden Ostir,Manitoba,Winnipeg,Athlete,Hockey,"15""","5'7""""","53.5 kg""",Manitoba Winter Games Female Hockey 2014,Jeux du Québec 2011 en tant qu'assistante-entraîneure,,,,,,,,,,,,,,,
Anya Ostryzniuk,Saskatchewan,Regina,Athlete,Ringette,"18""","165""","130lb""",Jeux du Québec 2007 et 2009 en tant qu'athlète,,,,,,,,,,,,,,,,
Molly Oswald,Manitoba,Winnipeg,Athlete,Gymnastics,"17""","5""4""","140 lb""",,,,,,,,,,,,,,,,,
Sheridan Oswald,Manitoba,"MacGregor, Manitoba",Athlete,Hockey,"16""","5pi3po""","200""",Est du Canada 2014 : 3e,,,,,,,,,,,,,,,,
Nadianie Ouaqouaq-Bergeron,Quebec,Montréal,Athlete,Badminton,"20""","184 cm""","47.5""",,(Singapore),,,,,,,,,,,,,,,
Simon Ouellet,Quebec,Trois-Rivières,Athlete,Target Shooting,"17""","4.11""","155Ibs""",1. The 5th ASEAN Primary School Sports Olympiad,,,,,,,,,,,,,,,,
Vanessa Ouellette,New Brunswick,Lac Baker,Athlete,Judo,"15""","5'10""""","60kg""",2012 Alberta Winter Games,,,,,,,,,,,,,,,,
Alphonse Ouimette,Ontario,Spencerville,Athlete,Speed Skating,"19""","170cm""","155 lbs""",,,,,,,,,,,,,,,,,
Qingzi Ouyang,British Columbia,China,Athlete,Badminton,"15""","5' 8""""","150""",Ontario Winter Games 2009,,,,,,,,,,,,,,,,
Dayna Nicole Owen,Alberta,Calgary,Athlete,Hockey,"17""","6'2""""","108 lbs.""",,,,,,,,,,,,,,,,,
Morgan Richard Ozolins,Nova Scotia,Halifax,Athlete,Snowboard,"18""","5'4""""","140""",Brick Tournament 2009,Arctic Winter Games 2014,"Jeux du Québec 2009 (Sainte-Thérèse, Québec)",,,,,,,,,,,,,,
Meaghan Ozikizler,Ontario,"Toronto, Ontario",Athlete,Synchronized Swimming,"15""","5'8''""","167lbs""",Arctic Winter Games 2012,,,,,,,,,,,,,,,,
Mikayla Pacholek,Manitoba,Winnipeg,Athlete,Ringette,"19""","5'11.5""""","135""",2015 Special Olympics Winter Games,2014 BC WINTER GAMES MISSION,,,,,,,,,,,,,,,
Brayden Pachal,Saskatchewan,"Estevan, Sask",Athlete,Hockey,"15""","5'9""""",2013 Winter Skate,2014 BC WINTER GAMES MISSION,,,,,,,,,,,,,,,,
Emily Paddock,Northwest Territories,"Yellowknife, NT",Athlete,Hockey,"15""",",","+78kg""",,Jeux du Québec 2009-2011-2013,,,,,,,,,,,,,,,
Eric Pahima,British Columbia,Vancouver,Athlete,Figure Skating,"18""","5'7""""","130 lbs""",première expérience au Jeux du Canada,"Jeux du Canada 2011 (Halifax, Nouvelle-Écosse)",,,,,,,,,,,,,,,
Kelsey Painter,British Columbia,Campbell River,Athlete,Judo,"14""","5'11""""","168lbs""","Jeux du Canada 2007 (Whitehorse, Yukon)",,,,,,,,,,,,,,,,
Nicholas Palamar,Manitoba,"East St. Paul, MB",Athlete,Snowboard,"17""","5'10""","140 lb""",BC Winter Games 2008,AB cup Polar cup,,,,,,,,,,,,,,,
Benjamin Palmer,Quebec,Laval,Athlete,Wheelchair Basketball,"18""","5'10""","70kg""",Arctic Winter Games 2014,,,,,,,,,,,,,,,,
Nicolas Palmer,Quebec,Laval,Athlete,Wheelchair Basketball,"22""","180cm""","135 lbs""","Ontario Winter Games 2008, 2010",,,,,,,,,,,,,,,,
David Palmer,British Columbia,Rossland BC,Athlete,Cross Country Skiing,"21""","166cm""","160 lbs""",2012 BC Winter Games,,,,,,,,,,,,,,,,
Jack Panayi,Northwest Territories,Yellowknife,Athlete,Cross Country Skiing,"14""","5'10""""","108lbs""",Jeux du Québec - Saguenay 2013,,,,,,,,,,,,,,,,
